"CustomerAge","JobTitle","CivilStatus","EducationLevel","Default","MortgageLoan","PersonalLoan","ContactMode","Month","WeekDay","ContactDuration","Campaign","DaysPassed","NumberContacts","PreviousOutcome","EmploymentVarRate","ConsumerPriceIndex","ConsumerConfidenceIndex","Euribor3M","NumEmployees","Subscribed","CustomerID"
29,"unemployed","single","university.degree","no","yes","no","cellular","aug","tue",33,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"no","b6de2e48765d2fde42589dce4ba7d889"
36,"admin.","married","high.school","no","yes","no","telephone","jul","tue",305,7,999,0,"nonexistent",-2.9,92.469,-33.6,0.937,5076.2,"no","32ac55c2e733dd209ea76a67d695fca1"
24,"technician","single","professional.course","no","no","no","cellular","may","fri",582,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no","f487a2c13f52390bcd1ef158806a0a34"
49,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",199,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","f65d4202b938ea75eda6197ea5f7767a"
28,"admin.","single","university.degree","no","yes","no","cellular","may","tue",187,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no","f58ecaecb0f6d72be1a7032b4efbfb8e"
51,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","mon",200,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","a9e21478bc7509cd0c2e78fcb4104352"
33,"unemployed","married","high.school","no","yes","yes","cellular","may","mon",109,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no","c115e548c974fd89dcbaf7ffb74ff46e"
34,"technician","single","university.degree","no","yes","yes","cellular","aug","thu",38,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","3c805975a442798ee10b2f1154dc30cf"
35,"technician","married","professional.course","no","no","no","cellular","apr","wed",225,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no","49e54b46ad4b7d8157d939da8f23c481"
39,"unemployed","single","university.degree","no","yes","no","cellular","dec","mon",387,1,6,2,"success",-3,92.713,-33,0.706,5023.5,"yes","b8afc57f5b8f4dbbc836c6c5554fb93f"
34,"management","married","university.degree","unknown","no","no","telephone","jun","mon",84,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no","6b20d318ce66d1c5a34766fa3a9b9a59"
29,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",67,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","d9c62ef9a004db0266ae7cb6077b6b9c"
49,"blue-collar","married","basic.9y","unknown","no","yes","cellular","may","mon",290,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no","f6578e668f00f5cb21e1aa203c113301"
32,"admin.","single","university.degree","no","yes","no","cellular","may","mon",8,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no","7842361939e53e65c2f2c1d0a612a665"
53,"self-employed","married","basic.9y","no","yes","no","cellular","may","tue",600,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no","a1cb25e7bf30545b2ce99f2c319d4aba"
51,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","fri",448,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","e32c5e66f84911fae457357ceec74aed"
37,"technician","single","university.degree","no","no","no","telephone","may","fri",62,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no","d325bd0463e82a7c3b4b31483cea7419"
29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",602,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","dc58ad2afcf52993850c5e4fc8da9c99"
51,"management","married","basic.4y","no","no","no","cellular","jul","mon",104,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","d7aa062838bf9c32d3d1544732c9b3e5"
30,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",617,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes","cddb5435d70fa90bcced9d3b9836268f"
41,"management","married","unknown","no","yes","no","telephone","jun","fri",143,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no","60d453876050ad08da8ce9a422b86814"
27,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",185,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","dc5cfa0839a210c3cae162e1fd9ce9f0"
26,"admin.","married","high.school","no","yes","no","cellular","nov","fri",338,1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes","c7b029ee436ef2ad74ac36ed36b3534d"
31,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",115,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","43361b0693320b795d245f5f2ea7477c"
49,"retired","divorced","professional.course","no","yes","yes","telephone","aug","tue",128,8,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","f103f6ffe87d5cb196dde1a672f9c3af"
47,"technician","married","professional.course","no","yes","no","telephone","may","thu",69,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","fba128669f35e1047f44d0fe17fd0eff"
42,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",375,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","a9ec1bb37494108006072cad2ddf51b0"
44,"admin.","married","high.school","no","yes","yes","telephone","may","tue",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","b006218d0735ebf1c065e7cc3b5c8a4e"
52,"services","married","high.school","no","yes","no","telephone","nov","tue",251,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","385bda28706a251640cfe4b3ffb131b5"
25,"services","single","high.school","no","no","no","cellular","aug","fri",553,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no","049e3ad6c3a556fdded1590faf684afa"
36,"admin.","single","university.degree","no","no","no","cellular","nov","wed",154,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","e78dc55879c5b4787a63a3c49dad072b"
41,"blue-collar","single","basic.9y","no","no","no","telephone","may","thu",74,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","aaac7f76dcbbdfe94f476e651b6ee9b6"
38,"management","married","university.degree","no","no","no","telephone","may","fri",461,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","540da99ac8296c300545c3302879d02a"
34,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",223,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no","3058e9e026976001b3869ed1cad7cc77"
31,"management","single","high.school","no","no","no","cellular","may","wed",90,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no","8d19cc7d5eb34dd8eae2c308339249a6"
36,"housemaid","divorced","basic.4y","no","yes","no","cellular","nov","tue",163,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no","2c764f502c77f13e68b962cdbd67c7eb"
38,"blue-collar","married","basic.9y","unknown","unknown","unknown","cellular","jul","tue",319,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","7a41589c2bd64d72114fd81b15d138f8"
39,"technician","divorced","professional.course","no","yes","yes","cellular","aug","tue",80,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","7b125e4d11b2826d623dd1d41be16454"
32,"admin.","married","high.school","no","yes","no","cellular","may","mon",689,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes","bc00089274989eef463d69013ab74c3b"
51,"services","married","high.school","no","no","no","telephone","jun","tue",236,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","1aee78d486a253edcae04f20da485fc2"
52,"admin.","married","high.school","no","yes","yes","cellular","may","fri",81,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no","eb1b6534ea905f274f5c607f53142759"
55,"technician","married","professional.course","no","no","no","cellular","nov","fri",182,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no","17e28eab67992eb0d2f32386c3665f3f"
29,"blue-collar","married","high.school","no","no","no","telephone","jun","thu",718,13,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no","33e37a5e8835db17c255e452992d8829"
38,"blue-collar","married","professional.course","no","yes","no","telephone","may","tue",321,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","f257a48854ce99ba6f3247de7d0a59ac"
51,"technician","married","high.school","no","no","no","cellular","nov","mon",198,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","3cb653e21289361a88fc581bb0e9b747"
47,"housemaid","married","unknown","no","yes","no","cellular","nov","wed",87,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","8dd77558b1d86522dfa642c01eab14a9"
32,"technician","married","professional.course","no","yes","no","telephone","may","fri",322,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no","46062cf5a4eca0fdaa8ced4c0fd71e39"
39,"admin.","married","basic.9y","unknown","no","no","cellular","jul","wed",131,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","ad2060ff25db425f0a41601970d6a0cb"
56,"self-employed","married","university.degree","no","no","no","telephone","jun","fri",129,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","2725acee80a11d75b3782fef1d878306"
31,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",458,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes","6d75b93f9f1234c83f654155cdbc2df0"
46,"technician","divorced","university.degree","no","yes","no","cellular","nov","fri",796,5,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes","f4bdfb1e3fd48d803fbc645f4daf7c8f"
44,"unknown","married","high.school","unknown","no","no","cellular","jul","tue",153,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","f350639971529073a2f512d0962f42bc"
36,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","tue",246,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no","0257b8ca2c8693567a56dae0ebdf5b2d"
31,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed",662,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes","9e4294c0baebb4db84cd84bd20fd8e10"
37,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",475,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no","f53c94052d970875b75615dae6fb9a7a"
48,"admin.","divorced","high.school","no","no","no","telephone","may","tue",315,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","98145470ffd8aeebc2b830ec61cc8e48"
51,"entrepreneur","married","professional.course","unknown","no","no","cellular","may","mon",295,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no","d53b9ff0870a494ad9ece67891492499"
30,"unemployed","married","unknown","no","yes","no","cellular","nov","thu",216,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","c45cb696ec621ceafc4b912ada2bb9ab"
37,"technician","married","professional.course","unknown","yes","yes","cellular","jul","tue",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","39c3d2c23fb62b7c881815c1042dadca"
38,"blue-collar","single","high.school","no","yes","yes","telephone","jun","thu",21,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.729,4991.6,"no","d66174fe435c62d861051521c281bb07"
55,"blue-collar","divorced","basic.4y","no","no","no","cellular","may","fri",278,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no","17548eb1b7c2c42122a144fbcc9d4140"
51,"services","married","professional.course","unknown","no","no","cellular","may","thu",113,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no","544c46c7f7ab6a8776d826bc38a270ed"
42,"admin.","married","university.degree","no","no","no","cellular","jul","wed",799,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","240773fed0e013cc3cbc2f35a262ecab"
29,"admin.","married","university.degree","no","no","no","cellular","nov","mon",142,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no","d6952e4c50c9a68a2802d5fe8e1ef2be"
59,"self-employed","married","university.degree","no","yes","no","cellular","may","tue",61,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no","1131d2e1916e13db61dca120a82f014e"
31,"services","single","high.school","no","no","yes","cellular","jul","thu",9,17,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","6e96c307060fba1b1d3a36d2410fd595"
31,"admin.","married","professional.course","no","no","yes","cellular","dec","mon",367,2,999,1,"failure",-3,92.713,-33,0.709,5023.5,"yes","cada6c6b62b103dca67f23bd7d60ac3c"
34,"admin.","married","high.school","no","yes","yes","telephone","may","fri",20,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","51ef078c2fb7787aab532f950f6b4886"
37,"admin.","married","high.school","unknown","yes","no","cellular","jul","mon",204,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","5cf6dcbe2ca849f0c467973d464cd9c6"
25,"blue-collar","single","basic.4y","no","no","no","telephone","jun","wed",107,19,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","456584520f1e4c5f4694c00f59cda321"
34,"self-employed","married","university.degree","no","unknown","unknown","cellular","jul","fri",156,3,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no","3688abfbc606b025e02bf52f50039771"
26,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",232,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no","b8973cf72dc75ce685cdae63781a45ef"
24,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",112,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","9c6635638c7503aa30fe2096e9b363d0"
37,"services","divorced","basic.9y","no","yes","no","cellular","jul","wed",122,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","51c4c3d1c54a553ac21b8a261dba89f5"
32,"technician","single","university.degree","no","no","no","cellular","nov","tue",77,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","4c6cafb77bc41f0e6277bc8463f907bd"
52,"retired","married","basic.4y","no","no","no","telephone","jun","wed",633,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes","8109dcd2503a1dba5034fe31cb62fb97"
41,"technician","married","professional.course","no","no","no","telephone","may","tue",348,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","600a427bdd8c83e0cb561da70972dfae"
36,"blue-collar","single","basic.6y","no","no","no","cellular","nov","tue",238,1,999,0,"nonexistent",-1.1,94.767,-50.8,1.046,4963.6,"yes","be44870b6bab1d144c10b7208e4fda50"
32,"blue-collar","married","high.school","no","no","yes","telephone","jun","mon",140,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no","9442092328966407a6291d2363c0452d"
24,"services","single","professional.course","no","yes","no","cellular","jul","wed",139,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","9a12a61523ca05ba970dec1bfce49b89"
57,"admin.","divorced","high.school","no","no","no","cellular","sep","tue",473,1,3,5,"success",-1.1,94.199,-37.5,0.877,4963.6,"yes","26ff59020a0089e3e4d7c72e96bfb6e2"
36,"technician","single","professional.course","no","no","no","cellular","aug","wed",275,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no","d49a8792f1659e1d2b3ccd42b8deca84"
46,"services","married","high.school","unknown","yes","no","cellular","may","fri",6,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no","7e64a99dc701e2f97b23dabcef80d959"
55,"admin.","divorced","university.degree","no","yes","no","telephone","may","thu",230,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","064ac90fbdf6c16ece085d540704c514"
34,"admin.","divorced","university.degree","no","no","no","cellular","may","wed",207,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no","d0b7598dec7e5b49d283081613f600c3"
37,"housemaid","married","high.school","unknown","no","no","cellular","aug","thu",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","713ab73d4757c494a7d7b9719e550c33"
33,"management","single","university.degree","no","yes","no","cellular","jul","mon",400,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","ea9fd6703fdada009be30dd0f79f78de"
29,"technician","single","university.degree","no","yes","no","telephone","aug","thu",226,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","45d92fd856cfdf14ca6d0e303a9bc8fa"
30,"admin.","divorced","high.school","no","no","no","cellular","nov","wed",131,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","113e846272081c66ee3a6d2eec19a89e"
33,"technician","married","professional.course","no","no","yes","telephone","jun","tue",46,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no","cabf79e2273c2024a8fbbfad31f2581d"
47,"admin.","married","university.degree","no","no","no","cellular","nov","tue",1014,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","61e6e4fe4a5f81be4662e98ad91a7aee"
30,"management","married","university.degree","no","yes","yes","cellular","jul","wed",229,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","6a341ca8a0bab6f1dcca22d182d76f81"
48,"blue-collar","married","high.school","no","yes","no","telephone","jun","thu",700,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no","9eb7f88ff166d0efb382a8428c121557"
29,"self-employed","married","university.degree","no","no","no","telephone","may","thu",116,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","f952e1198de3cb2f31b504a919faaf27"
32,"technician","married","high.school","no","no","no","cellular","may","wed",195,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no","24b7c2cf986ed5de6d208833f25431a6"
32,"services","single","unknown","no","no","yes","cellular","jul","thu",415,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.846,4991.6,"yes","5945aba660bf0361f3dca7aa15d5eafa"
48,"entrepreneur","married","basic.6y","no","no","no","cellular","may","wed",119,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no","0a94171fe3edcb430bef6c5db26832e8"
34,"technician","married","university.degree","no","no","yes","cellular","jul","thu",114,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","1daf80269a2fd48414000c118c7dbb9c"
42,"admin.","single","high.school","no","no","no","cellular","aug","wed",127,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","1ad88b2ca5888967dc4f70a0714594fb"
33,"technician","single","professional.course","no","yes","no","cellular","aug","mon",122,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","be1abf99debb1763ae854590b937168f"
28,"unemployed","single","basic.4y","no","yes","no","cellular","oct","fri",160,2,4,1,"success",-3.4,92.431,-26.9,0.752,5017.5,"no","a149a0aa972f229549a1f7c2cc7d848d"
58,"retired","married","basic.4y","unknown","no","no","telephone","may","tue",1045,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes","c8e4d7a3b4b87e0783cf6ac3598d29d9"
43,"management","married","high.school","no","yes","yes","cellular","nov","mon",70,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","10feddde676a3f5f261862cc5f72fbfd"
28,"technician","single","university.degree","no","yes","no","cellular","may","tue",326,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes","d99473529917cfa1e854aa652da3b781"
37,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",261,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes","b43aa01962099fc070b707a55bd5fb3a"
43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",345,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","562c74086c8abe7e75a1106fbbaf57e9"
30,"admin.","single","university.degree","no","no","no","cellular","may","thu",199,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no","b6955765d676fd7abe5a496bf56bca90"
36,"self-employed","single","university.degree","no","no","no","cellular","jul","mon",84,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","8affa2efe196a0fa85d7fbf8f64794be"
50,"management","married","university.degree","no","yes","no","telephone","may","wed",383,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","98dd0bfc483dba5a93b76a3fb9b37c37"
30,"admin.","single","high.school","no","yes","no","cellular","apr","mon",180,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no","9dcee8e9c05702088005ee2d5456f37e"
34,"technician","single","high.school","no","no","no","cellular","may","wed",63,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no","5cfff2a299c47e3df3b8edd59e221c4a"
52,"admin.","divorced","basic.6y","no","yes","no","telephone","jun","wed",219,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","14ade4fdfde23061520291e71f7a9bfd"
54,"technician","married","university.degree","unknown","no","no","cellular","may","fri",217,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no","4b979f0b95f4c33a014b40a198878dbe"
35,"services","married","high.school","no","no","no","cellular","may","mon",130,3,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no","aa1879b5abee5e64da80d2dd5da18ca7"
40,"entrepreneur","married","basic.4y","unknown","yes","no","cellular","jul","wed",448,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","674ddb73127ebeab8ab3f1a9bab53c57"
32,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","fri",123,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","11a14ca937d1b6101905603e73a28e61"
31,"technician","married","professional.course","no","yes","no","cellular","aug","wed",409,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","f8ddaced19e78ee81d8897928e0c6f98"
41,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",142,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","1e32179dd57e35935f2242192dc20e59"
29,"blue-collar","married","high.school","no","yes","no","cellular","nov","wed",96,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","f9dcca6a22430e26980082bdbfdc9bac"
53,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",122,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","21798d60b6b9e1e4edebd88637c40116"
47,"admin.","married","high.school","no","yes","no","cellular","aug","mon",1152,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes","3e7c20891d7c32b43173e84011e5979e"
35,"technician","single","professional.course","no","yes","no","cellular","aug","tue",137,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","9aef57306fe0708df357e62646bb2c06"
51,"technician","married","basic.6y","no","yes","no","cellular","jul","tue",166,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","8d2bb5c8988ddad63926b4ce8e18b1b2"
59,"admin.","married","university.degree","no","yes","no","telephone","jun","wed",47,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no","c94124c9818b0dfb4c130dea70ce5ca1"
31,"management","married","university.degree","no","no","no","cellular","nov","mon",369,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","87c9fc53faf9d987f8a4b8c5385d7d1c"
32,"services","married","high.school","unknown","yes","no","cellular","may","mon",126,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no","b234d286d383aa71a1775905a7b58a37"
53,"blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","thu",36,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","34202b562b7cdf9023991292d840cb2b"
25,"technician","single","professional.course","no","yes","no","cellular","jul","thu",234,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","c494f6f961fc113291305d47a8ed0fb9"
33,"management","married","university.degree","no","no","yes","cellular","nov","wed",113,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no","795c9a2409e5468421079f0e754b09e4"
41,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",62,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","66d6993ee8dae6d5c6069a605b87af98"
28,"services","single","university.degree","no","no","no","cellular","jul","thu",363,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","3894167ad1de737a564b86c2dd02f773"
48,"management","married","basic.9y","no","yes","no","cellular","may","tue",725,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes","1a2e2e48f4dbac9499de859f9d18e7f6"
28,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","fri",103,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","819c0237e7abfa7dcfb106ed1fab942e"
43,"services","married","basic.9y","no","no","no","telephone","jun","thu",110,17,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no","21db76af9f159bb25b4c3514cbd1710a"
29,"management","single","university.degree","no","no","no","telephone","may","wed",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","83fd9fbeaae6df9611a63b984dda3e3e"
36,"blue-collar","divorced","high.school","no","yes","no","telephone","jun","wed",133,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","68568daa1fe2b55ab79742f71447a880"
30,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",873,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes","7765bd4258e4921b0507fc1bb48d9c78"
49,"admin.","single","basic.6y","no","yes","yes","cellular","apr","fri",441,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no","35d235d806268a1cc4f1201cc14b5561"
55,"admin.","married","high.school","no","no","no","telephone","may","thu",94,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","be5f9bfb244bd28afe5bc95e6f416b93"
29,"management","married","university.degree","no","yes","no","cellular","aug","thu",75,1,4,2,"success",-2.9,92.201,-31.4,0.873,5076.2,"no","ececfd8e12c173abd92b467055fb6093"
35,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",358,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no","f8dd86c37c1495ed0551ff15f8a4658a"
40,"technician","married","basic.9y","unknown","no","no","cellular","jul","mon",141,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","06ea01e8ea242daa58802ddc7dce9a8f"
42,"housemaid","married","university.degree","no","no","no","cellular","nov","mon",176,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","f1f757d063cab10769239a153e2e344f"
47,"technician","married","high.school","unknown","yes","no","cellular","nov","fri",183,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no","faaec730dac6d6e4e94de69157ac3e90"
39,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",169,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","e8d8d29dfdd0f535f97df6c8cc344cba"
55,"technician","married","basic.6y","no","yes","no","telephone","may","tue",452,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","328cfbbd9c376d39eff0a40ce2f527ce"
44,"services","married","high.school","unknown","yes","no","cellular","jul","wed",86,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","7d29aa8cb0b718f08ad953d88bea5dfc"
