id,year,Deflator,Dllr,chngdllr,pctChng,amount,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
3522,1977,0.347,59262.2,8020.36,15.652,20564,571 MedC,571,,Medicare,1,1,0,1,0,1,95
3637,1978,0.3704,67918.5,8656.22,14.6066,25157,571 MedC,571,,Medicare,1,1,0,1,0,1,95
3752,1979,0.4001,72766.8,4848.34,7.13847,29114,571 MedC,571,,Medicare,1,1,0,1,0,1,96
3867,1980,0.4349,75314.9,2548.13,3.50178,32762,571 MedC,571,,Medicare,1,1,0,1,0,1,96
3982,1981,0.4775,87922.5,12607.6,16.7398,41983,571 MedC,571,,Medicare,1,1,0,1,0,1,97
4097,1982,0.5103,100739,12816.3,14.5768,51407,571 MedC,571,,Medicare,1,1,0,1,0,1,97
4212,1983,0.5327,110510.6063,9771.606345,9.699923907,58869,571 MedC,571,,Medicare,1,1,0,1,0,1,98
4327,1984,0.5515,114870.3536,4359.747236,3.945093942,63351,571 MedC,571,,Medicare,1,1,0,1,0,1,98
4442,1985,0.5698,122815.0228,7944.669234,6.916205084,69980,571 MedC,571,,Medicare,1,1,0,1,0,1,99
4557,1986,0.5828,129939.9451,7124.922278,5.801344261,75729,571 MedC,571,,Medicare,1,1,0,1,0,1,99
4672,1987,0.5958,141074.186,11134.24088,8.568759105,84052,571 MedC,571,,Medicare,1,1,0,1,0,1,100
4787,1988,0.6151,153218.9888,12144.80281,8.608805878,94245,571 MedC,571,,Medicare,1,1,0,1,0,1,100
4902,1989,0.6396,167887.7423,14668.75356,9.57371777,107381,571 MedC,571,,Medicare,1,1,0,1,0,1,101
5017,1990,0.6627,171534.6311,3646.888716,2.17221857,113676,571 MedC,571,,Medicare,1,1,0,1,0,1,101
5132,1991,0.6862,176911.979,5377.34796,3.134846839,121397,571 MedC,571,,Medicare,1,1,0,1,0,1,102
5247,1992,0.703,189300.1422,12388.16323,7.00244455,133078,571 MedC,571,,Medicare,1,1,0,1,0,1,102
5362,1993,0.7197,196488.8148,7188.672536,3.797499807,141413,571 MedC,571,,Medicare,1,1,0,1,0,1,103
5477,1994,0.7354,199438.4009,2949.586086,1.50114707,146667,571 MedC,571,,Medicare,1,1,0,1,0,1,103
5592,1995,0.751,204757.6565,5319.255588,2.667117047,153773,571 MedC,571,,Medicare,1,1,0,1,0,1,104
5707,1996,0.765,243912.4183,39154.76184,19.12248974,186593,571 MedC,571,,Medicare,1,1,0,1,0,1,104
5822,1997,0.7785,244332.6911,420.2727719,0.172304787,190213,571 MedC,571,,Medicare,1,1,0,1,0,1,105
5937,1998,0.7881,254703.7178,10371.02673,4.244633284,200732,571 MedC,571,,Medicare,1,1,0,1,0,1,105
6052,1999,0.7981,273315.374,18611.65621,7.307178855,218133,571 MedC,571,,Medicare,1,1,0,1,0,1,106
6167,2000,0.8147,280355.9592,7040.585236,2.575993122,228406,571 MedC,571,,Medicare,1,1,0,1,0,1,106
6282,2001,0.8342,294017.0223,13661.06305,4.872756436,245269,571 MedC,571,,Medicare,1,1,0,1,0,1,107
6397,2002,0.8477,307882.5056,13865.48331,4.71587774,260992,571 MedC,571,,Medicare,1,1,0,1,0,1,107
6512,2003,0.8639,300005.7877,-7876.717896,-2.558351889,259175,571 MedC,571,,Medicare,1,1,0,1,0,1,108
6627,2004,0.8853,313202.3043,13196.5166,4.398754003,277278,571 MedC,571,,Medicare,1,1,0,1,0,1,108
6742,2005,0.9131,346107.7648,32905.46045,10.50613613,316031,571 MedC,571,,Medicare,1,1,0,1,0,1,109
6857,2006,0.9428,400479.423,54371.65824,15.70945924,377572,571 MedC,571,,Medicare,1,1,0,1,0,1,109
6972,2007,0.9684,421807.1045,21327.68151,5.325537414,408478,571 MedC,571,,Medicare,1,1,0,1,0,1,110
7087,2008,0.9885,427097.6227,5290.518158,1.254250605,422186,571 MedC,571,,Medicare,1,1,0,1,0,1,110
7202,2009,1,435497,8399.377339,1.966617676,435497,571 MedC,571,,Medicare,1,1,0,1,0,1,111
7317,2010,1.0088,439545.004,4048.003965,0.929513628,443413,571 MedC,571,,Medicare,1,1,0,1,0,1,111
7432,2011,1.0293,453304.1873,13759.18335,3.130324136,466586,571 MedC,571,,Medicare,1,1,0,1,0,1,112
7547,2012,1.0481,448428.5851,-4875.602253,-1.075569648,469998,571 MedC,571,,Medicare,1,1,0,1,0,1,112
7662,2013,1.0661,461829.0967,13400.51165,2.988326814,492356,571 MedC,571,,Medicare,1,1,0,1,0,1,113
7777,2014,1.0843,485338.9283,23509.83163,5.09059126,526253,571 MedC,571,,Medicare,1,1,0,1,0,1,113
7892,2015,1.099,502142.8571,16803.9288,3.462308053,551855,571 MedC,571,,Medicare,1,1,0,1,0,1,114
73,1947,0.1216,22746.7,0,0,2766,600 IncS,600,,Income Security,1,0,0,0,0,0,80
74,1947,0.1216,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,80
75,1947,0.1216,3939.14,0,0,479,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,80
76,1947,0.1216,4465.46,0,0,543,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,80
77,1947,0.1216,7878.29,0,0,958,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,80
78,1947,0.1216,1134.87,0,0,138,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,80
79,1947,0.1216,49.3421,0,0,6,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,80
80,1947,0.1216,5279.61,0,0,642,609 Othr,600,609,Other income security,0,1,0,1,0,1,80
188,1948,0.1331,25507.1,2760.43,12.1355,3395,600 IncS,600,,Income Security,1,0,0,0,0,0,80
189,1948,0.1331,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,80
190,1948,0.1331,6874.53,2935.39,74.5185,915,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,80
191,1948,0.1331,3666.42,-799.044,-17.8939,488,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,80
192,1948,0.1331,7716,-162.286,-2.05991,1027,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,80
193,1948,0.1331,1089.41,-45.462,-4.00592,145,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,80
194,1948,0.1331,525.92,476.578,965.865,70,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,80
195,1948,0.1331,5634.86,355.256,6.72883,750,609 Othr,600,609,Other income security,0,1,0,1,0,1,80
303,1949,0.1375,29389.1,3881.95,15.2191,4041,600 IncS,600,,Income Security,1,0,0,0,0,0,81
304,1949,0.1375,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
305,1949,0.1375,6741.82,-132.712,-1.93049,927,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,81
306,1949,0.1375,3236.36,-430.053,-11.7295,445,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,81
307,1949,0.1375,10930.9,3214.91,41.6655,1503,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,81
308,1949,0.1375,872.727,-216.679,-19.8896,120,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,81
309,1949,0.1375,545.455,19.5342,3.71429,75,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,81
310,1949,0.1375,7061.82,1426.96,25.3238,971,609 Othr,600,609,Other income security,0,1,0,1,0,1,81
418,1950,0.1355,42671.6,13282.5,45.1953,5782,600 IncS,600,,Income Security,1,0,0,0,0,0,81
419,1950,0.1355,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
420,1950,0.1355,7837.64,1095.82,16.2541,1062,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,81
421,1950,0.1355,4206.64,970.278,29.9805,570,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,81
422,1950,0.1355,16428,5497.14,50.2899,2226,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,81
423,1950,0.1355,5461.25,4588.53,525.769,740,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,81
424,1950,0.1355,619.926,74.4717,13.6531,84,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,81
425,1950,0.1355,8118.08,1056.26,14.9573,1100,609 Othr,600,609,Other income security,0,1,0,1,0,1,81
533,1951,0.1428,27100.8,-15570.7,-36.4896,3870,600 IncS,600,,Income Security,1,0,0,0,0,0,82
534,1951,0.1428,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,82
535,1951,0.1428,5595.24,-2242.4,-28.6107,799,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,82
536,1951,0.1428,4026.61,-180.031,-4.27969,575,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,82
537,1951,0.1428,7808.12,-8619.92,-52.4709,1115,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,82
538,1951,0.1428,112.045,-5349.21,-97.9485,16,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,82
539,1951,0.1428,581.232,-38.6937,-6.24166,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,82
540,1951,0.1428,8977.59,859.51,10.5876,1282,609 Othr,600,609,Other income security,0,1,0,1,0,1,82
648,1952,0.1485,26976.4,-124.409,-0.45906,4006,600 IncS,600,,Income Security,1,0,0,0,0,0,82
649,1952,0.1485,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,82
650,1952,0.1485,5198.65,-396.585,-7.0879,772,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,82
651,1952,0.1485,4127.95,101.335,2.51663,613,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,82
652,1952,0.1485,8727.27,919.149,11.7717,1296,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,82
653,1952,0.1485,606.061,494.016,440.909,90,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,82
654,1952,0.1485,558.923,-22.3099,-3.83838,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,82
655,1952,0.1485,7757.58,-1220.02,-13.5896,1152,609 Othr,600,609,Other income security,0,1,0,1,0,1,82
763,1953,0.1512,26369,-607.383,-2.25153,3987,600 IncS,600,,Income Security,1,0,0,0,0,0,83
764,1953,0.1512,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
765,1953,0.1512,3293.65,-1905,-36.6441,498,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,83
766,1953,0.1512,4543.65,415.705,10.0705,687,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,83
767,1953,0.1512,8260.58,-466.691,-5.3475,1249,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,83
768,1953,0.1512,582.011,-24.05,-3.96825,88,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,83
769,1953,0.1512,548.942,-9.98076,-1.78571,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,83
770,1953,0.1512,9140.21,1382.64,17.8231,1382,609 Othr,600,609,Other income security,0,1,0,1,0,1,83
878,1954,0.153,29790.8,3421.8,12.9766,4558,600 IncS,600,,Income Security,1,0,0,0,0,0,83
879,1954,0.153,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
880,1954,0.153,3509.8,216.153,6.56272,537,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,83
881,1954,0.153,2908.5,-1635.15,-35.9876,445,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,83
882,1954,0.153,13071.9,4811.31,58.2442,2000,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,83
883,1954,0.153,326.797,-255.213,-43.8502,50,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,83
884,1954,0.153,542.484,-6.45814,-1.17647,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,83
885,1954,0.153,9431.37,291.161,3.1855,1443,609 Othr,600,609,Other income security,0,1,0,1,0,1,83
993,1955,0.1542,29688.7,-102.134,-0.342837,4578,600 IncS,600,,Income Security,1,0,0,0,0,0,84
994,1955,0.1542,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
995,1955,0.1542,3793.77,283.97,8.09077,585,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,84
996,1955,0.1542,2788.59,-119.91,-4.12274,430,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,84
997,1955,0.1542,12743.2,-328.705,-2.51459,1965,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,84
998,1955,0.1542,492.866,166.069,50.8172,76,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,84
999,1955,0.1542,538.262,-4.22166,-0.778209,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,84
1000,1955,0.1542,9332.04,-99.3362,-1.05325,1439,609 Othr,600,609,Other income security,0,1,0,1,0,1,84
1108,1956,0.1582,26175.7,-3512.99,-11.8328,4141,600 IncS,600,,Income Security,1,0,0,0,0,0,84
1109,1956,0.1582,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
1110,1956,0.1582,3204.8,-588.97,-15.5247,507,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,84
1111,1956,0.1582,3862.2,1073.61,38.5001,611,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,84
1112,1956,0.1582,8805.31,-3937.88,-30.9018,1393,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,84
1113,1956,0.1582,619.469,126.603,25.6871,98,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,84
1114,1956,0.1582,524.652,-13.6097,-2.52845,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,84
1115,1956,0.1582,9159.29,-172.744,-1.85109,1449,609 Othr,600,609,Other income security,0,1,0,1,0,1,84
1223,1957,0.1641,28549.7,2373.94,9.06925,4685,600 IncS,600,,Income Security,1,0,0,0,0,0,85
1224,1957,0.1641,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,85
1225,1957,0.1641,4156,951.198,29.6804,682,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,85
1226,1957,0.1641,3595.37,-266.831,-6.90878,590,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,85
1227,1957,0.1641,10018.3,1212.97,13.7754,1644,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,85
1228,1957,0.1641,633.76,14.2909,2.30696,104,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,85
1229,1957,0.1641,609.385,84.7322,16.1502,100,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,85
1230,1957,0.1641,9536.87,377.576,4.12233,1565,609 Othr,600,609,Other income security,0,1,0,1,0,1,85
1338,1958,0.1691,39047.9,10498.2,36.7717,6603,600 IncS,600,,Income Security,1,0,0,0,0,0,85
1339,1958,0.1691,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,85
1340,1958,0.1691,4316.97,160.97,3.8732,730,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,85
1341,1958,0.1691,4133.65,538.28,14.9715,699,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,85
1342,1958,0.1691,18616.2,8597.92,85.8221,3148,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,85
1343,1958,0.1691,656.416,22.6564,3.57492,111,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,85
1344,1958,0.1691,863.394,254.01,41.683,146,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,85
1345,1958,0.1691,10461.3,924.398,9.69289,1769,609 Othr,600,609,Other income security,0,1,0,1,0,1,85
1453,1959,0.1717,40267.9,1220.01,3.12439,6914,600 IncS,600,,Income Security,1,0,0,0,0,0,86
1454,1959,0.1717,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,86
1455,1959,0.1717,4531.16,214.187,4.96151,778,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,86
1456,1959,0.1717,4612.7,479.048,11.589,792,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,86
1457,1959,0.1717,17786.8,-829.366,-4.45508,3054,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,86
1458,1959,0.1717,745.486,89.07,13.5691,128,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,86
1459,1959,0.1717,1176.47,313.076,36.2611,202,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,86
1460,1959,0.1717,11415.3,953.994,9.11927,1960,609 Othr,600,609,Other income security,0,1,0,1,0,1,86
1568,1960,0.1741,40930.5,662.591,1.64546,7126,600 IncS,600,,Income Security,1,0,0,0,0,0,86
1569,1960,0.1741,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,86
1570,1960,0.1741,6524.99,1993.83,44.0026,1136,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,86
1571,1960,0.1741,4893.74,281.043,6.09281,852,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,86
1572,1960,0.1741,15715.1,-2071.73,-11.6476,2736,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,86
1573,1960,0.1741,815.623,70.1369,9.40821,142,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,86
1574,1960,0.1741,1263.64,87.171,7.40954,220,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,86
1575,1960,0.1741,11717.4,302.145,2.64684,2040,609 Othr,600,609,Other income security,0,1,0,1,0,1,86
1683,1961,0.1765,52736.5,11806,28.844,9308,600 IncS,600,,Income Security,1,0,0,0,0,0,87
1684,1961,0.1765,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,87
1685,1961,0.1765,6368.27,-156.714,-2.40175,1124,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,87
1686,1961,0.1765,4980.17,86.4307,1.76615,879,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,87
1687,1961,0.1765,26832.9,11117.8,70.746,4736,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,87
1688,1961,0.1765,900.85,85.2267,10.4493,159,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,87
1689,1961,0.1765,1303.12,39.4746,3.12388,230,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,87
1690,1961,0.1765,12351.3,633.871,5.40966,2180,609 Othr,600,609,Other income security,0,1,0,1,0,1,87
1798,1962,0.1783,52333.1,-403.398,-0.764931,9331,600 IncS,600,,Income Security,1,0,0,0,0,0,87
1799,1962,0.1783,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,87
1800,1962,0.1783,6062.82,-305.456,-4.79653,1081,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,87
1801,1962,0.1783,11637.7,6657.52,133.681,2075,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,87
1802,1962,0.1783,17863.2,-8969.71,-33.428,3185,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,87
1803,1962,0.1783,1003.93,103.076,11.4421,179,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,87
1804,1962,0.1783,1912.51,609.391,46.764,341,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,87
1805,1962,0.1783,13853.1,1501.78,12.1589,2470,609 Othr,600,609,Other income security,0,1,0,1,0,1,87
1913,1963,0.1805,55174.5,2841.37,5.42939,9959,600 IncS,600,,Income Security,1,0,0,0,0,0,88
1914,1963,0.1805,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,88
1915,1963,0.1805,6177.29,114.47,1.88807,1115,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,88
1916,1963,0.1805,12448.8,811.064,6.96928,2247,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,88
1917,1963,0.1805,17761.8,-101.379,-0.56753,3206,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,88
1918,1963,0.1805,1080.33,76.4064,7.61073,195,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,88
1919,1963,0.1805,2116.34,203.836,10.658,382,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,88
1920,1963,0.1805,15590,1736.97,12.5385,2814,609 Othr,600,609,Other income security,0,1,0,1,0,1,88
2028,1964,0.1827,57892.7,2718.21,4.92657,10577,600 IncS,600,,Income Security,1,0,0,0,0,0,88
2029,1964,0.1827,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,88
2030,1964,0.1827,6611.93,434.647,7.03621,1208,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,88
2031,1964,0.1827,13442.8,994.049,7.9851,2456,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,88
2032,1964,0.1827,18839.6,1077.85,6.06836,3442,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,88
2033,1964,0.1827,1160.37,80.0398,7.40883,212,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,88
2034,1964,0.1827,1713.19,-403.152,-19.0495,313,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,88
2035,1964,0.1827,16124.8,534.767,3.43019,2946,609 Othr,600,609,Other income security,0,1,0,1,0,1,88
2143,1965,0.1859,59994.6,2101.9,3.63068,11153,600 IncS,600,,Income Security,1,0,0,0,0,0,89
2144,1965,0.1859,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,89
2145,1965,0.1859,7192.04,580.107,8.77364,1337,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,89
2146,1965,0.1859,14330.3,887.483,6.60192,2664,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,89
2147,1965,0.1859,19526.6,686.999,3.64657,3630,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,89
2148,1965,0.1859,1210.33,49.9559,4.30517,225,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,89
2149,1965,0.1859,1882.73,169.542,9.89628,350,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,89
2150,1965,0.1859,15852.6,-272.186,-1.688,2947,609 Othr,600,609,Other income security,0,1,0,1,0,1,89
2258,1966,0.1899,59652.4,-342.172,-0.570338,11328,600 IncS,600,,Income Security,1,0,0,0,0,0,89
2259,1966,0.1899,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,89
2260,1966,0.1899,7398.63,206.592,2.87251,1405,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,89
2261,1966,0.1899,14865.7,535.434,3.73638,2823,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,89
2262,1966,0.1899,18894.2,-632.472,-3.23903,3588,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,89
2263,1966,0.1899,1248.03,37.6971,3.11461,237,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,89
2264,1966,0.1899,2132.7,249.969,13.2769,405,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,89
2265,1966,0.1899,15113.2,-739.391,-4.66416,2870,609 Othr,600,609,Other income security,0,1,0,1,0,1,89
2373,1967,0.1957,61205.9,1553.48,2.60422,11978,600 IncS,600,,Income Security,1,0,0,0,0,0,90
2374,1967,0.1957,0,0,0,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,90
2375,1967,0.1957,8242.21,843.577,11.4018,1613,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,90
2376,1967,0.1957,15809.9,944.194,6.35149,3094,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,90
2377,1967,0.1957,17853.9,-1040.3,-5.50592,3494,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,90
2378,1967,0.1957,1374.55,126.528,10.1382,269,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,90
2379,1967,0.1957,2335.21,202.506,9.49529,457,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,90
2380,1967,0.1957,15590.2,476.972,3.156,3051,609 Othr,600,609,Other income security,0,1,0,1,0,1,90
2488,1968,0.2024,61175.9,-30.0381,-0.0490771,12382,600 IncS,600,,Income Security,1,0,0,0,0,0,90
2489,1968,0.2024,-88.9328,-88.9328,0,-18,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,90
2490,1968,0.2024,7015.81,-1226.4,-14.8795,1420,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,90
2491,1968,0.2024,16971.3,1161.43,7.34622,3435,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,90
2492,1968,0.2024,16205.5,-1648.32,-9.23227,3280,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,90
2493,1968,0.2024,1576.09,201.534,14.6618,319,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,90
2494,1968,0.2024,2529.64,194.437,8.32632,512,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,90
2495,1968,0.2024,16966.4,1376.21,8.8274,3434,609 Othr,600,609,Other income security,0,1,0,1,0,1,90
2603,1969,0.2117,63859.2,2683.35,4.38629,13519,600 IncS,600,,Income Security,1,0,0,0,0,0,91
2604,1969,0.2117,-4.72367,84.2091,94.6885,-1,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,91
2605,1969,0.2117,7860.18,844.369,12.0352,1664,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,91
2606,1969,0.2117,17685.4,714.06,4.20746,3744,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,91
2607,1969,0.2117,15909.3,-296.228,-1.82795,3368,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,91
2608,1969,0.2117,1936.7,360.616,22.8804,410,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,91
2609,1969,0.2117,3008.97,479.331,18.9486,637,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,91
2610,1969,0.2117,17463.4,496.988,2.92925,3697,609 Othr,600,609,Other income security,0,1,0,1,0,1,91
2718,1970,0.2231,73115.2,9255.96,14.4943,16312,600 IncS,600,,Income Security,1,0,0,0,0,0,91
